"","county","party","race","hisp","gender","age","total_voters","freq"
"8149","CHATHAM","UNA","U","HL","M","18-25",16,NA
"8150","CHATHAM","UNA","U","HL","M","26-40",10,NA
"8151","CHATHAM","UNA","U","HL","M","41-65",20,NA
"8152","CHATHAM","UNA","U","HL","M","66+",3,NA
"8153","CHATHAM","UNA","U","HL","U","18-25",3,NA
"8154","CHATHAM","UNA","U","HL","U","26-40",2,NA
"8155","CHATHAM","UNA","U","HL","U","41-65",3,NA
"8156","CHATHAM","UNA","U","HL","U","66+",2,NA
"8157","CHATHAM","UNA","U","NL","F","18-25",2,NA
"8158","CHATHAM","UNA","U","NL","F","26-40",7,NA
"8159","CHATHAM","UNA","U","NL","F","41-65",12,NA
"8160","CHATHAM","UNA","U","NL","F","66+",12,NA
"8161","CHATHAM","UNA","U","NL","M","18-25",1,NA
"8162","CHATHAM","UNA","U","NL","M","26-40",6,NA
"8163","CHATHAM","UNA","U","NL","M","41-65",9,NA
"8164","CHATHAM","UNA","U","NL","M","66+",4,NA
"8165","CHATHAM","UNA","U","NL","U","26-40",4,NA
"8166","CHATHAM","UNA","U","NL","U","41-65",5,NA
"8167","CHATHAM","UNA","U","UN","F","18-25",23,NA
"8168","CHATHAM","UNA","U","UN","F","26-40",51,NA
"8169","CHATHAM","UNA","U","UN","F","41-65",81,NA
"8170","CHATHAM","UNA","U","UN","F","66+",40,NA
"8171","CHATHAM","UNA","U","UN","M","18-25",14,NA
"8172","CHATHAM","UNA","U","UN","M","26-40",41,NA
"8173","CHATHAM","UNA","U","UN","M","41-65",77,NA
"8174","CHATHAM","UNA","U","UN","M","66+",41,NA
"8175","CHATHAM","UNA","U","UN","U","18-25",199,NA
"8176","CHATHAM","UNA","U","UN","U","26-40",253,NA
"8177","CHATHAM","UNA","U","UN","U","41-65",282,NA
"8178","CHATHAM","UNA","U","UN","U","66+",122,NA
"8179","CHATHAM","UNA","W","HL","F","18-25",30,171
"8180","CHATHAM","UNA","W","HL","F","26-40",31,408
"8181","CHATHAM","UNA","W","HL","F","41-65",28,241
"8182","CHATHAM","UNA","W","HL","F","66+",4,47
"8183","CHATHAM","UNA","W","HL","M","18-25",29,198
"8184","CHATHAM","UNA","W","HL","M","26-40",16,441
"8185","CHATHAM","UNA","W","HL","M","41-65",26,267
"8186","CHATHAM","UNA","W","HL","M","66+",8,34
"8187","CHATHAM","UNA","W","NL","F","18-25",467,1251
"8188","CHATHAM","UNA","W","NL","F","26-40",1144,3728
"8189","CHATHAM","UNA","W","NL","F","41-65",2344,9428
"8190","CHATHAM","UNA","W","NL","F","66+",1573,5179
"8191","CHATHAM","UNA","W","NL","M","18-25",493,1262
"8192","CHATHAM","UNA","W","NL","M","26-40",1186,3401
"8193","CHATHAM","UNA","W","NL","M","41-65",2402,8733
"8194","CHATHAM","UNA","W","NL","M","66+",1557,4031
"8195","CHATHAM","UNA","W","NL","U","18-25",20,NA
"8196","CHATHAM","UNA","W","NL","U","26-40",38,NA
"8197","CHATHAM","UNA","W","NL","U","41-65",44,NA
"8198","CHATHAM","UNA","W","NL","U","66+",14,NA
"8199","CHATHAM","UNA","W","UN","F","18-25",105,NA
"8200","CHATHAM","UNA","W","UN","F","26-40",316,NA
"8201","CHATHAM","UNA","W","UN","F","41-65",563,NA
"8202","CHATHAM","UNA","W","UN","F","66+",359,NA
"8203","CHATHAM","UNA","W","UN","M","18-25",117,NA
"8204","CHATHAM","UNA","W","UN","M","26-40",288,NA
"8205","CHATHAM","UNA","W","UN","M","41-65",564,NA
"8206","CHATHAM","UNA","W","UN","M","66+",334,NA
"8207","CHATHAM","UNA","W","UN","U","18-25",38,NA
"8208","CHATHAM","UNA","W","UN","U","26-40",57,NA
"8209","CHATHAM","UNA","W","UN","U","41-65",58,NA
"8210","CHATHAM","UNA","W","UN","U","66+",20,NA
"8211","CHEROKEE","DEM","A","NL","F","18-25",3,3
"8212","CHEROKEE","DEM","A","NL","F","26-40",4,15
"8213","CHEROKEE","DEM","A","NL","F","41-65",6,26
"8214","CHEROKEE","DEM","A","NL","F","66+",1,8
"8215","CHEROKEE","DEM","A","NL","M","41-65",6,20
"8216","CHEROKEE","DEM","A","UN","F","41-65",1,NA
"8217","CHEROKEE","DEM","A","UN","M","41-65",1,NA
"8218","CHEROKEE","DEM","B","NL","F","18-25",5,12
"8219","CHEROKEE","DEM","B","NL","F","26-40",11,23
"8220","CHEROKEE","DEM","B","NL","F","41-65",26,58
"8221","CHEROKEE","DEM","B","NL","F","66+",22,20
"8222","CHEROKEE","DEM","B","NL","M","18-25",10,13
"8223","CHEROKEE","DEM","B","NL","M","26-40",17,45
"8224","CHEROKEE","DEM","B","NL","M","41-65",44,59
"8225","CHEROKEE","DEM","B","NL","M","66+",11,21
"8226","CHEROKEE","DEM","B","UN","F","26-40",5,NA
"8227","CHEROKEE","DEM","B","UN","F","41-65",14,NA
"8228","CHEROKEE","DEM","B","UN","F","66+",3,NA
"8229","CHEROKEE","DEM","B","UN","M","18-25",2,NA
"8230","CHEROKEE","DEM","B","UN","M","26-40",2,NA
"8231","CHEROKEE","DEM","B","UN","M","41-65",11,NA
"8232","CHEROKEE","DEM","B","UN","M","66+",2,NA
"8233","CHEROKEE","DEM","I","HL","F","18-25",1,1
"8234","CHEROKEE","DEM","I","NL","F","18-25",1,7
"8235","CHEROKEE","DEM","I","NL","F","26-40",6,30
"8236","CHEROKEE","DEM","I","NL","F","41-65",11,67
"8237","CHEROKEE","DEM","I","NL","F","66+",2,36
"8238","CHEROKEE","DEM","I","NL","M","26-40",3,27
"8239","CHEROKEE","DEM","I","NL","M","41-65",4,64
"8240","CHEROKEE","DEM","I","NL","M","66+",3,29
"8241","CHEROKEE","DEM","I","UN","F","26-40",2,NA
"8242","CHEROKEE","DEM","I","UN","F","41-65",3,NA
"8243","CHEROKEE","DEM","I","UN","F","66+",3,NA
"8244","CHEROKEE","DEM","I","UN","M","18-25",1,NA
"8245","CHEROKEE","DEM","I","UN","M","26-40",2,NA
"8246","CHEROKEE","DEM","I","UN","M","41-65",3,NA
"8247","CHEROKEE","DEM","I","UN","M","66+",3,NA
"8248","CHEROKEE","DEM","I","UN","U","41-65",1,NA
"8249","CHEROKEE","DEM","M","NL","F","18-25",1,23
"8250","CHEROKEE","DEM","M","NL","F","26-40",3,47
"8251","CHEROKEE","DEM","M","NL","F","41-65",2,95
"8252","CHEROKEE","DEM","M","NL","F","66+",1,39
"8253","CHEROKEE","DEM","M","NL","M","26-40",2,39
"8254","CHEROKEE","DEM","M","NL","M","41-65",1,82
"8255","CHEROKEE","DEM","M","UN","F","18-25",1,NA
"8256","CHEROKEE","DEM","M","UN","M","26-40",3,NA
"8257","CHEROKEE","DEM","M","UN","U","26-40",1,NA
"8258","CHEROKEE","DEM","O","HL","F","26-40",2,19
"8259","CHEROKEE","DEM","O","HL","F","41-65",2,15
"8260","CHEROKEE","DEM","O","HL","F","66+",1,4
"8261","CHEROKEE","DEM","O","HL","M","26-40",1,38
"8262","CHEROKEE","DEM","O","HL","M","41-65",4,22
"8263","CHEROKEE","DEM","O","NL","F","18-25",1,0
"8264","CHEROKEE","DEM","O","NL","F","26-40",1,1
"8265","CHEROKEE","DEM","O","NL","F","41-65",5,1
"8266","CHEROKEE","DEM","O","NL","F","66+",2,0
"8267","CHEROKEE","DEM","O","NL","M","18-25",1,0
"8268","CHEROKEE","DEM","O","NL","M","26-40",5,0
"8269","CHEROKEE","DEM","O","NL","M","41-65",3,6
"8270","CHEROKEE","DEM","O","NL","M","66+",2,0
"8271","CHEROKEE","DEM","O","UN","F","41-65",1,NA
"8272","CHEROKEE","DEM","O","UN","F","66+",1,NA
"8273","CHEROKEE","DEM","U","HL","F","18-25",1,NA
"8274","CHEROKEE","DEM","U","HL","F","26-40",1,NA
"8275","CHEROKEE","DEM","U","HL","F","41-65",1,NA
"8276","CHEROKEE","DEM","U","HL","F","66+",2,NA
"8277","CHEROKEE","DEM","U","HL","M","26-40",2,NA
"8278","CHEROKEE","DEM","U","HL","M","41-65",1,NA
"8279","CHEROKEE","DEM","U","HL","M","66+",1,NA
"8280","CHEROKEE","DEM","U","NL","F","41-65",1,NA
"8281","CHEROKEE","DEM","U","NL","F","66+",1,NA
"8282","CHEROKEE","DEM","U","NL","M","41-65",1,NA
"8283","CHEROKEE","DEM","U","UN","F","41-65",6,NA
"8284","CHEROKEE","DEM","U","UN","F","66+",5,NA
"8285","CHEROKEE","DEM","U","UN","M","18-25",1,NA
"8286","CHEROKEE","DEM","U","UN","M","26-40",3,NA
"8287","CHEROKEE","DEM","U","UN","M","41-65",2,NA
"8288","CHEROKEE","DEM","U","UN","M","66+",5,NA
"8289","CHEROKEE","DEM","U","UN","U","26-40",2,NA
"8290","CHEROKEE","DEM","U","UN","U","41-65",5,NA
"8291","CHEROKEE","DEM","U","UN","U","66+",1,NA
"8292","CHEROKEE","DEM","W","HL","F","18-25",2,15
"8293","CHEROKEE","DEM","W","HL","F","26-40",2,34
"8294","CHEROKEE","DEM","W","HL","F","41-65",7,38
"8295","CHEROKEE","DEM","W","HL","F","66+",3,21
"8296","CHEROKEE","DEM","W","HL","M","18-25",2,22
"8297","CHEROKEE","DEM","W","HL","M","26-40",2,42
"8298","CHEROKEE","DEM","W","HL","M","41-65",2,43
"8299","CHEROKEE","DEM","W","HL","M","66+",1,11
"8300","CHEROKEE","DEM","W","NL","F","18-25",111,845
"8301","CHEROKEE","DEM","W","NL","F","26-40",367,1900
"8302","CHEROKEE","DEM","W","NL","F","41-65",1363,5055
"8303","CHEROKEE","DEM","W","NL","F","66+",1281,3006
"8304","CHEROKEE","DEM","W","NL","M","18-25",116,838
"8305","CHEROKEE","DEM","W","NL","M","26-40",344,1800
"8306","CHEROKEE","DEM","W","NL","M","41-65",1054,4699
"8307","CHEROKEE","DEM","W","NL","M","66+",917,2557
"8308","CHEROKEE","DEM","W","NL","U","41-65",1,NA
"8309","CHEROKEE","DEM","W","UN","F","18-25",15,NA
"8310","CHEROKEE","DEM","W","UN","F","26-40",65,NA
"8311","CHEROKEE","DEM","W","UN","F","41-65",174,NA
"8312","CHEROKEE","DEM","W","UN","F","66+",106,NA
"8313","CHEROKEE","DEM","W","UN","M","18-25",15,NA
"8314","CHEROKEE","DEM","W","UN","M","26-40",52,NA
"8315","CHEROKEE","DEM","W","UN","M","41-65",132,NA
"8316","CHEROKEE","DEM","W","UN","M","66+",71,NA
"8317","CHEROKEE","DEM","W","UN","U","18-25",1,NA
"8318","CHEROKEE","DEM","W","UN","U","26-40",4,NA
"8319","CHEROKEE","DEM","W","UN","U","41-65",2,NA
"8320","CHEROKEE","DEM","W","UN","U","66+",1,NA
"8321","CHEROKEE","LIB","I","UN","F","41-65",1,NA
"8322","CHEROKEE","LIB","M","NL","M","41-65",1,82
"8323","CHEROKEE","LIB","O","UN","M","26-40",1,NA
"8324","CHEROKEE","LIB","U","NL","F","26-40",1,NA
"8325","CHEROKEE","LIB","U","UN","U","41-65",1,NA
"8326","CHEROKEE","LIB","U","UN","U","66+",1,NA
"8327","CHEROKEE","LIB","W","NL","F","18-25",8,845
"8328","CHEROKEE","LIB","W","NL","F","26-40",14,1900
"8329","CHEROKEE","LIB","W","NL","F","41-65",13,5055
"8330","CHEROKEE","LIB","W","NL","F","66+",2,3006
"8331","CHEROKEE","LIB","W","NL","M","18-25",10,838
"8332","CHEROKEE","LIB","W","NL","M","26-40",14,1800
"8333","CHEROKEE","LIB","W","NL","M","41-65",25,4699
"8334","CHEROKEE","LIB","W","NL","M","66+",4,2557
"8335","CHEROKEE","LIB","W","UN","F","18-25",1,NA
"8336","CHEROKEE","LIB","W","UN","F","26-40",2,NA
"8337","CHEROKEE","LIB","W","UN","F","41-65",5,NA
"8338","CHEROKEE","LIB","W","UN","M","26-40",2,NA
"8339","CHEROKEE","LIB","W","UN","M","41-65",4,NA
"8340","CHEROKEE","LIB","W","UN","M","66+",2,NA
"8341","CHEROKEE","REP","A","NL","F","18-25",3,3
"8342","CHEROKEE","REP","A","NL","F","41-65",4,26
"8343","CHEROKEE","REP","A","NL","M","18-25",1,6
"8344","CHEROKEE","REP","A","NL","M","26-40",2,11
"8345","CHEROKEE","REP","A","NL","M","66+",1,6
"8346","CHEROKEE","REP","A","UN","F","26-40",1,NA
"8347","CHEROKEE","REP","A","UN","F","41-65",2,NA
"8348","CHEROKEE","REP","A","UN","F","66+",1,NA
"8349","CHEROKEE","REP","A","UN","M","41-65",1,NA
"8350","CHEROKEE","REP","B","NL","F","18-25",3,12
"8351","CHEROKEE","REP","B","NL","F","26-40",2,23
"8352","CHEROKEE","REP","B","NL","F","41-65",2,58
"8353","CHEROKEE","REP","B","NL","F","66+",2,20
"8354","CHEROKEE","REP","B","NL","M","18-25",5,13
"8355","CHEROKEE","REP","B","NL","M","41-65",4,59
"8356","CHEROKEE","REP","B","NL","M","66+",1,21
"8357","CHEROKEE","REP","B","UN","F","26-40",1,NA
"8358","CHEROKEE","REP","B","UN","F","66+",1,NA
"8359","CHEROKEE","REP","B","UN","M","18-25",1,NA
"8360","CHEROKEE","REP","I","NL","F","26-40",7,30
"8361","CHEROKEE","REP","I","NL","F","41-65",7,67
"8362","CHEROKEE","REP","I","NL","F","66+",5,36
"8363","CHEROKEE","REP","I","NL","M","26-40",3,27
"8364","CHEROKEE","REP","I","NL","M","41-65",8,64
"8365","CHEROKEE","REP","I","NL","M","66+",2,29
"8366","CHEROKEE","REP","I","UN","F","26-40",2,NA
"8367","CHEROKEE","REP","I","UN","F","41-65",3,NA
"8368","CHEROKEE","REP","I","UN","F","66+",2,NA
"8369","CHEROKEE","REP","I","UN","M","18-25",1,NA
"8370","CHEROKEE","REP","I","UN","M","26-40",1,NA
"8371","CHEROKEE","REP","I","UN","M","41-65",5,NA
"8372","CHEROKEE","REP","I","UN","M","66+",1,NA
"8373","CHEROKEE","REP","M","HL","F","26-40",1,9
"8374","CHEROKEE","REP","M","HL","M","26-40",1,5
"8375","CHEROKEE","REP","M","HL","M","41-65",1,7
"8376","CHEROKEE","REP","M","NL","F","26-40",2,47
"8377","CHEROKEE","REP","M","NL","F","41-65",2,95
"8378","CHEROKEE","REP","M","UN","F","18-25",1,NA
"8379","CHEROKEE","REP","M","UN","M","18-25",1,NA
"8380","CHEROKEE","REP","M","UN","M","41-65",2,NA
"8381","CHEROKEE","REP","O","HL","F","18-25",1,17
"8382","CHEROKEE","REP","O","HL","F","26-40",2,19
"8383","CHEROKEE","REP","O","HL","F","41-65",4,15
"8384","CHEROKEE","REP","O","HL","M","26-40",3,38
"8385","CHEROKEE","REP","O","HL","M","41-65",2,22
"8386","CHEROKEE","REP","O","NL","F","18-25",1,0
"8387","CHEROKEE","REP","O","NL","F","26-40",3,1
"8388","CHEROKEE","REP","O","NL","F","41-65",3,1
"8389","CHEROKEE","REP","O","NL","M","18-25",1,0
"8390","CHEROKEE","REP","O","NL","M","26-40",2,0
"8391","CHEROKEE","REP","O","NL","M","41-65",10,6
"8392","CHEROKEE","REP","O","NL","M","66+",2,0
"8393","CHEROKEE","REP","O","UN","F","66+",1,NA
"8394","CHEROKEE","REP","O","UN","M","41-65",3,NA
"8395","CHEROKEE","REP","U","HL","F","26-40",1,NA
"8396","CHEROKEE","REP","U","HL","F","41-65",2,NA
"8397","CHEROKEE","REP","U","HL","F","66+",2,NA
"8398","CHEROKEE","REP","U","HL","M","26-40",1,NA
"8399","CHEROKEE","REP","U","HL","M","66+",1,NA
"8400","CHEROKEE","REP","U","NL","F","18-25",2,NA
"8401","CHEROKEE","REP","U","NL","F","26-40",2,NA
"8402","CHEROKEE","REP","U","NL","F","41-65",1,NA
"8403","CHEROKEE","REP","U","NL","F","66+",1,NA
"8404","CHEROKEE","REP","U","NL","M","18-25",2,NA
"8405","CHEROKEE","REP","U","NL","M","41-65",1,NA
"8406","CHEROKEE","REP","U","NL","M","66+",2,NA
"8407","CHEROKEE","REP","U","UN","F","18-25",1,NA
"8408","CHEROKEE","REP","U","UN","F","26-40",3,NA
"8409","CHEROKEE","REP","U","UN","F","41-65",12,NA
"8410","CHEROKEE","REP","U","UN","F","66+",4,NA
"8411","CHEROKEE","REP","U","UN","M","18-25",3,NA
"8412","CHEROKEE","REP","U","UN","M","26-40",2,NA
"8413","CHEROKEE","REP","U","UN","M","41-65",7,NA
"8414","CHEROKEE","REP","U","UN","M","66+",5,NA
"8415","CHEROKEE","REP","U","UN","U","18-25",1,NA
"8416","CHEROKEE","REP","U","UN","U","26-40",2,NA
"8417","CHEROKEE","REP","U","UN","U","41-65",4,NA
"8418","CHEROKEE","REP","U","UN","U","66+",2,NA
"8419","CHEROKEE","REP","W","HL","F","18-25",1,15
"8420","CHEROKEE","REP","W","HL","F","26-40",6,34
"8421","CHEROKEE","REP","W","HL","F","41-65",4,38
"8422","CHEROKEE","REP","W","HL","F","66+",3,21
"8423","CHEROKEE","REP","W","HL","M","18-25",2,22
"8424","CHEROKEE","REP","W","HL","M","26-40",3,42
"8425","CHEROKEE","REP","W","HL","M","41-65",5,43
"8426","CHEROKEE","REP","W","HL","M","66+",2,11
"8427","CHEROKEE","REP","W","NL","F","18-25",308,845
"8428","CHEROKEE","REP","W","NL","F","26-40",682,1900
"8429","CHEROKEE","REP","W","NL","F","41-65",1954,5055
"8430","CHEROKEE","REP","W","NL","F","66+",1515,3006
"8431","CHEROKEE","REP","W","NL","M","18-25",327,838
"8432","CHEROKEE","REP","W","NL","M","26-40",617,1800
"8433","CHEROKEE","REP","W","NL","M","41-65",1835,4699
"8434","CHEROKEE","REP","W","NL","M","66+",1402,2557
"8435","CHEROKEE","REP","W","NL","U","18-25",3,NA
"8436","CHEROKEE","REP","W","NL","U","26-40",1,NA
"8437","CHEROKEE","REP","W","NL","U","41-65",2,NA
"8438","CHEROKEE","REP","W","NL","U","66+",2,NA
"8439","CHEROKEE","REP","W","UN","F","18-25",37,NA
"8440","CHEROKEE","REP","W","UN","F","26-40",118,NA
"8441","CHEROKEE","REP","W","UN","F","41-65",229,NA
"8442","CHEROKEE","REP","W","UN","F","66+",171,NA
"8443","CHEROKEE","REP","W","UN","M","18-25",51,NA
"8444","CHEROKEE","REP","W","UN","M","26-40",118,NA
"8445","CHEROKEE","REP","W","UN","M","41-65",214,NA
"8446","CHEROKEE","REP","W","UN","M","66+",136,NA
"8447","CHEROKEE","REP","W","UN","U","26-40",3,NA
"8448","CHEROKEE","REP","W","UN","U","41-65",4,NA
"8449","CHEROKEE","REP","W","UN","U","66+",2,NA
"8450","CHEROKEE","UNA","A","HL","M","18-25",1,0
"8451","CHEROKEE","UNA","A","HL","M","41-65",3,0
"8452","CHEROKEE","UNA","A","NL","F","18-25",5,3
"8453","CHEROKEE","UNA","A","NL","F","41-65",7,26
"8454","CHEROKEE","UNA","A","NL","M","26-40",2,11
"8455","CHEROKEE","UNA","A","NL","M","41-65",4,20
"8456","CHEROKEE","UNA","A","NL","M","66+",3,6
"8457","CHEROKEE","UNA","A","NL","U","41-65",1,NA
"8458","CHEROKEE","UNA","A","UN","F","26-40",1,NA
"8459","CHEROKEE","UNA","A","UN","F","41-65",4,NA
"8460","CHEROKEE","UNA","A","UN","F","66+",1,NA
"8461","CHEROKEE","UNA","A","UN","M","41-65",2,NA
"8462","CHEROKEE","UNA","A","UN","M","66+",1,NA
"8463","CHEROKEE","UNA","B","HL","F","26-40",1,1
"8464","CHEROKEE","UNA","B","NL","F","18-25",7,12
"8465","CHEROKEE","UNA","B","NL","F","26-40",6,23
"8466","CHEROKEE","UNA","B","NL","F","41-65",5,58
"8467","CHEROKEE","UNA","B","NL","F","66+",2,20
"8468","CHEROKEE","UNA","B","NL","M","18-25",5,13
"8469","CHEROKEE","UNA","B","NL","M","26-40",9,45
"8470","CHEROKEE","UNA","B","NL","M","41-65",5,59
"8471","CHEROKEE","UNA","B","NL","M","66+",2,21
"8472","CHEROKEE","UNA","B","UN","F","26-40",2,NA
"8473","CHEROKEE","UNA","B","UN","F","41-65",1,NA
"8474","CHEROKEE","UNA","B","UN","M","18-25",1,NA
"8475","CHEROKEE","UNA","B","UN","M","41-65",1,NA
"8476","CHEROKEE","UNA","B","UN","U","26-40",1,NA
"8477","CHEROKEE","UNA","I","NL","F","18-25",4,7
"8478","CHEROKEE","UNA","I","NL","F","26-40",9,30
"8479","CHEROKEE","UNA","I","NL","F","41-65",6,67
"8480","CHEROKEE","UNA","I","NL","F","66+",2,36
"8481","CHEROKEE","UNA","I","NL","M","18-25",3,18
"8482","CHEROKEE","UNA","I","NL","M","26-40",3,27
"8483","CHEROKEE","UNA","I","NL","M","41-65",6,64
"8484","CHEROKEE","UNA","I","NL","M","66+",2,29
"8485","CHEROKEE","UNA","I","UN","F","18-25",2,NA
"8486","CHEROKEE","UNA","I","UN","F","26-40",2,NA
"8487","CHEROKEE","UNA","I","UN","F","41-65",5,NA
"8488","CHEROKEE","UNA","I","UN","F","66+",1,NA
"8489","CHEROKEE","UNA","I","UN","M","18-25",2,NA
"8490","CHEROKEE","UNA","I","UN","M","26-40",2,NA
"8491","CHEROKEE","UNA","I","UN","M","41-65",4,NA
"8492","CHEROKEE","UNA","I","UN","U","26-40",1,NA
"8493","CHEROKEE","UNA","M","HL","F","26-40",1,9
"8494","CHEROKEE","UNA","M","HL","M","26-40",2,5
"8495","CHEROKEE","UNA","M","HL","M","41-65",1,7
"8496","CHEROKEE","UNA","M","NL","F","26-40",1,47
"8497","CHEROKEE","UNA","M","NL","F","41-65",1,95
"8498","CHEROKEE","UNA","M","NL","M","18-25",1,33
"8499","CHEROKEE","UNA","M","NL","M","41-65",4,82
"8500","CHEROKEE","UNA","M","UN","F","18-25",3,NA
"8501","CHEROKEE","UNA","M","UN","F","26-40",2,NA
"8502","CHEROKEE","UNA","M","UN","F","41-65",1,NA
"8503","CHEROKEE","UNA","M","UN","F","66+",1,NA
"8504","CHEROKEE","UNA","M","UN","M","26-40",2,NA
"8505","CHEROKEE","UNA","M","UN","M","66+",1,NA
"8506","CHEROKEE","UNA","O","HL","F","18-25",2,17
"8507","CHEROKEE","UNA","O","HL","F","26-40",1,19
"8508","CHEROKEE","UNA","O","HL","F","41-65",2,15
"8509","CHEROKEE","UNA","O","HL","M","18-25",4,16
"8510","CHEROKEE","UNA","O","HL","M","26-40",5,38
"8511","CHEROKEE","UNA","O","HL","M","41-65",5,22
"8512","CHEROKEE","UNA","O","NL","F","18-25",2,0
"8513","CHEROKEE","UNA","O","NL","F","26-40",3,1
"8514","CHEROKEE","UNA","O","NL","F","41-65",9,1
"8515","CHEROKEE","UNA","O","NL","F","66+",4,0
"8516","CHEROKEE","UNA","O","NL","M","18-25",4,0
"8517","CHEROKEE","UNA","O","NL","M","26-40",9,0
"8518","CHEROKEE","UNA","O","NL","M","41-65",7,6
"8519","CHEROKEE","UNA","O","NL","M","66+",2,0
"8520","CHEROKEE","UNA","O","UN","F","18-25",1,NA
"8521","CHEROKEE","UNA","O","UN","F","26-40",1,NA
"8522","CHEROKEE","UNA","O","UN","F","41-65",1,NA
"8523","CHEROKEE","UNA","O","UN","F","66+",2,NA
"8524","CHEROKEE","UNA","O","UN","M","26-40",1,NA
"8525","CHEROKEE","UNA","O","UN","M","41-65",2,NA
"8526","CHEROKEE","UNA","U","HL","F","18-25",3,NA
"8527","CHEROKEE","UNA","U","HL","F","41-65",3,NA
"8528","CHEROKEE","UNA","U","HL","F","66+",1,NA
"8529","CHEROKEE","UNA","U","HL","M","26-40",3,NA
"8530","CHEROKEE","UNA","U","HL","M","41-65",2,NA
"8531","CHEROKEE","UNA","U","NL","F","18-25",1,NA
"8532","CHEROKEE","UNA","U","NL","F","26-40",3,NA
"8533","CHEROKEE","UNA","U","NL","F","41-65",3,NA
"8534","CHEROKEE","UNA","U","NL","F","66+",1,NA
"8535","CHEROKEE","UNA","U","NL","M","18-25",1,NA
"8536","CHEROKEE","UNA","U","NL","M","26-40",4,NA
"8537","CHEROKEE","UNA","U","NL","M","41-65",3,NA
"8538","CHEROKEE","UNA","U","UN","F","18-25",4,NA
"8539","CHEROKEE","UNA","U","UN","F","26-40",3,NA
"8540","CHEROKEE","UNA","U","UN","F","41-65",5,NA
"8541","CHEROKEE","UNA","U","UN","F","66+",7,NA
"8542","CHEROKEE","UNA","U","UN","M","18-25",2,NA
"8543","CHEROKEE","UNA","U","UN","M","26-40",5,NA
"8544","CHEROKEE","UNA","U","UN","M","41-65",8,NA
"8545","CHEROKEE","UNA","U","UN","M","66+",7,NA
"8546","CHEROKEE","UNA","U","UN","U","18-25",2,NA
"8547","CHEROKEE","UNA","U","UN","U","26-40",4,NA
"8548","CHEROKEE","UNA","U","UN","U","41-65",2,NA
"8549","CHEROKEE","UNA","U","UN","U","66+",1,NA
"8550","CHEROKEE","UNA","W","HL","F","18-25",4,15
"8551","CHEROKEE","UNA","W","HL","F","26-40",9,34
"8552","CHEROKEE","UNA","W","HL","F","41-65",8,38
"8553","CHEROKEE","UNA","W","HL","M","18-25",2,22
"8554","CHEROKEE","UNA","W","HL","M","26-40",5,42
"8555","CHEROKEE","UNA","W","HL","M","41-65",8,43
"8556","CHEROKEE","UNA","W","HL","M","66+",1,11
"8557","CHEROKEE","UNA","W","NL","F","18-25",397,845
"8558","CHEROKEE","UNA","W","NL","F","26-40",747,1900
"8559","CHEROKEE","UNA","W","NL","F","41-65",1249,5055
"8560","CHEROKEE","UNA","W","NL","F","66+",752,3006
"8561","CHEROKEE","UNA","W","NL","M","18-25",351,838
"8562","CHEROKEE","UNA","W","NL","M","26-40",638,1800
"8563","CHEROKEE","UNA","W","NL","M","41-65",1093,4699
"8564","CHEROKEE","UNA","W","NL","M","66+",771,2557
"8565","CHEROKEE","UNA","W","NL","U","26-40",2,NA
"8566","CHEROKEE","UNA","W","NL","U","41-65",2,NA
"8567","CHEROKEE","UNA","W","NL","U","66+",2,NA
"8568","CHEROKEE","UNA","W","UN","F","18-25",34,NA
"8569","CHEROKEE","UNA","W","UN","F","26-40",136,NA
"8570","CHEROKEE","UNA","W","UN","F","41-65",177,NA
"8571","CHEROKEE","UNA","W","UN","F","66+",124,NA
"8572","CHEROKEE","UNA","W","UN","M","18-25",29,NA
"8573","CHEROKEE","UNA","W","UN","M","26-40",112,NA
"8574","CHEROKEE","UNA","W","UN","M","41-65",162,NA
"8575","CHEROKEE","UNA","W","UN","M","66+",115,NA
"8576","CHEROKEE","UNA","W","UN","U","26-40",1,NA
"8577","CHEROKEE","UNA","W","UN","U","41-65",2,NA
"8578","CHEROKEE","UNA","W","UN","U","66+",6,NA
"8579","CHOWAN","DEM","A","NL","M","18-25",1,4
"8580","CHOWAN","DEM","A","UN","M","66+",1,NA
"8581","CHOWAN","DEM","B","HL","F","26-40",2,2
"8582","CHOWAN","DEM","B","HL","F","41-65",2,3
"8583","CHOWAN","DEM","B","HL","F","66+",1,0
"8584","CHOWAN","DEM","B","HL","M","66+",1,0
"8585","CHOWAN","DEM","B","NL","F","18-25",102,288
"8586","CHOWAN","DEM","B","NL","F","26-40",289,418
